ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA
24145,BLD,Female,2013,3.09,2.74,2.98,2.68,3.14,2.23
91103,BLD,Male,2013,3.05,2.76,2.69,3.02,3.15,2.71
29037,BLD,Female,2013,3.32,3.28,2.93,3.17,3.31,3.04
28870,BLD,Female,2013,3.71,2.51,3.75,4.02,4.31,4.31
87187,BLD,Male,2013,2.67,2.76,1.88,2.70,2.67,3.59
42905,BLD,Female,2013,3.60,3.41,3.42,3.39,3.65,3.54
56707,BLD,Female,2013,3.61,3.50,3.51,3.50,3.23,3.48
38744,BLD,Male,2013,2.94,3.24,2.78,2.59,2.67,2.08
38336,BLD,Female,2013,3.97,3.78,3.80,3.91,3.89,2.67
80284,BLD,Male,2013,3.27,2.78,3.02,3.33,3.36,2.42
36861,BLD,Male,2013,2.63,2.72,2.36,2.42,1.97,2.89
95391,BLD,Female,2014,3.17,2.63,2.56,3.06,3.58,2.50
87068,BLD,Female,2014,4.06,3.50,3.59,4.28,4.31,2.27
47452,BLD,Male,2014,4.56,4.37,4.47,4.59,4.54,2.50
24731,BLD,Male,2014,3.08,2.50,2.41,3.40,3.06,1.47
52363,BLD,Male,2014,3.65,3.02,2.89,4.07,4.08,2.64
64443,BLD,Male,2014,3.62,3.33,3.39,3.57,3.46,2.85
23963,BLD,Male,2014,3.67,3.17,3.39,3.91,3.43,3.75
26522,BLD,Male,2014,3.59,2.83,3.06,3.85,4.19,2.57
72095,BLD,Male,2014,2.97,2.87,2.77,3.22,2.32,2.81
51295,BLD,Male,2014,3.88,3.26,3.63,4.41,3.50,3.91
57350,BLD,Male,2014,4.08,3.48,4.04,4.04,4.07,2.88
86144,BLD,Male,2014,3.70,3.87,3.63,3.52,3.39,3.05
30905,BLD,Female,2014,3.27,2.50,2.89,3.52,3.50,2.08
92264,BLD,Female,2014,3.66,3.24,3.63,3.63,4.00,3.21
52238,BLD,Male,2014,4.24,3.65,3.76,4.72,4.46,2.45
81239,BLD,Male,2014,2.95,3.30,2.70,2.47,2.55,2.50
68527,BLD,Male,2014,3.78,3.28,3.72,3.70,3.54,2.81
28240,BLD,Male,2014,4.25,3.00,4.11,4.82,4.50,2.15
30613,BLD,Female,2014,3.69,3.33,3.43,3.65,3.92,1.74
80308,BLD,Male,2014,3.79,2.74,3.57,4.12,4.31,2.71
73565,BLD,Male,2014,2.71,2.17,2.03,2.58,3.19,2.17
70272,BLD,Female,2014,3.33,2.87,3.04,3.49,3.11,2.89
42884,BLD,Male,2014,2.80,2.48,2.16,2.58,3.13,2.73
29117,BLD,Male,2011,1.92,2.03,1.40,1.41,1.81,1.84
71436,CHE,Male,2010,1.94,2.80,1.99,1.27,1.77,3.28
62283,CHE,Male,2010,2.60,2.49,2.67,2.09,2.80,2.25
24813,CHE,Male,2012,2.33,2.09,2.10,1.51,1.70,2.92
69305,CHE,Male,2010,2.11,1.95,2.25,1.78,2.06,2.89
45159,CHE,Female,2010,2.16,2.49,1.54,1.47,1.97,2.94
62120,CHE,Female,2010,2.37,2.33,1.67,1.71,3.06,2.88
91549,CHE,Male,2010,3.62,4.60,3.94,2.96,2.15,4.13
28091,CHE,Male,2012,1.98,2.14,1.97,1.65,2.03,3.26
64433,CHE,Male,2010,3.63,3.27,3.87,3.37,4.03,2.73
68265,CHE,Female,2010,3.49,3.53,3.71,3.12,3.25,2.71
54059,CHE,Male,2010,3.43,3.78,3.80,2.92,3.22,3.04
61605,CHE,Male,2010,4.07,4.11,4.40,3.69,3.69,3.57
55705,CHE,Female,2010,4.52,4.43,4.56,4.33,4.59,4.38
49427,CHE,Male,2010,2.72,2.62,3.06,2.80,2.19,3.20
49393,CHE,Male,2010,4.13,4.80,4.52,3.69,3.56,3.61
87357,CHE,Female,2010,2.90,2.44,2.74,2.59,3.34,3.44
42401,CHE,Female,2010,4.43,4.44,4.44,4.08,4.53,2.99
95356,CHE,Male,2010,3.76,3.48,3.78,3.52,4.06,3.91
89502,CHE,Female,2010,4.64,4.44,4.74,4.56,4.63,2.79
36887,CHE,Female,2010,3.01,2.38,2.98,2.86,3.40,2.50
29520,CHE,Male,2010,2.99,3.06,3.43,2.61,2.81,2.29
68823,CHE,Male,2010,4.12,4.44,4.16,3.63,4.09,3.85
39683,CHE,Male,2010,4.07,3.98,4.16,3.67,4.53,3.30
75243,CHE,Male,2010,4.81,4.84,4.84,4.69,4.72,4.45
45234,CHE,Female,2010,2.25,2.42,1.93,1.50,2.72,1.88
27045,CHE,Male,2010,4.32,4.24,4.38,4.19,4.63,2.32
87745,CHE,Female,2010,3.73,3.32,3.92,3.45,4.00,4.27
95576,CHE,Male,2010,4.60,4.56,4.88,4.40,4.94,4.53
64214,CHE,Female,2010,3.60,3.67,3.84,3.10,3.38,3.44
50159,CHE,Female,2010,4.04,3.89,4.22,3.94,4.06,2.65
35633,CHE,Female,2010,2.66,2.61,2.39,2.42,2.77,2.64
75896,CHE,Female,2010,3.82,3.58,4.02,3.52,3.78,2.95
57264,CHE,Male,2010,3.81,3.76,3.92,3.73,3.81,3.83
30338,CHE,Male,2010,4.51,4.76,4.48,4.50,4.41,3.75
66058,CHE,Male,2010,3.70,3.73,3.76,3.54,3.38,3.54
82891,CHE,Male,2010,4.35,4.11,4.34,4.25,4.69,4.24
87071,CHE,Female,2010,3.83,3.41,3.78,3.60,4.25,3.05
51004,CHE,Male,2010,3.43,3.93,3.96,2.77,2.72,3.75
42485,CHE,Male,2014,1.95,2.84,2.75,1.63,1.00,2.43
62356,CHE,Male,2010,3.87,4.36,4.14,3.25,4.22,3.93
46749,CHE,Male,2010,2.83,3.45,2.86,2.02,2.47,3.02
37470,CHE,Female,2010,3.18,3.04,3.71,2.79,2.81,3.05
92052,CHE,Female,2010,4.29,4.00,4.32,4.31,4.31,3.82
81285,CHE,Male,2010,4.05,3.84,4.30,3.57,4.28,3.98
75838,CHE,Female,2010,4.56,4.40,4.72,4.43,4.50,3.75
42072,CHE,Female,2012,2.04,2.46,1.96,1.72,2.11,2.60
93231,CHE,Female,2010,2.75,2.46,3.12,2.43,2.28,2.92
65087,CHE,Male,2010,3.80,4.07,3.78,3.43,3.75,3.47
78697,CHE,Male,2010,4.67,4.76,4.78,4.69,4.69,4.53
68194,CHE,Female,2010,4.42,4.22,4.68,4.29,4.25,1.77
69509,CHE,Female,2010,3.90,3.78,3.57,3.76,4.28,3.89
61691,CHE,Male,2010,3.81,4.09,3.92,3.15,3.56,2.71
35577,CHE,Male,2010,3.81,4.07,3.86,3.60,4.06,3.91
60825,CHE,Male,2010,3.52,4.02,3.18,3.13,3.22,2.43
89860,CHE,Male,2010,2.95,3.40,2.68,2.95,2.75,3.13
48455,CHE,Male,2011,2.66,3.61,3.55,1.86,2.56,2.59
69167,CHE,Male,2011,3.81,3.70,3.08,3.91,4.69,2.41
52463,CHE,Female,2011,4.22,4.11,3.77,4.42,4.50,2.71
41597,CHE,Male,2011,4.41,4.21,4.10,4.44,4.78,4.06
90907,CHE,Male,2011,3.31,4.06,2.75,2.67,3.63,3.88
64110,CHE,Male,2011,3.29,3.77,2.94,2.64,3.69,3.28
68627,CHE,Female,2011,4.07,4.23,3.59,3.87,4.31,2.86
36276,CHE,Male,2011,3.72,4.15,3.37,3.44,3.91,4.17
70037,CHE,Male,2011,3.04,3.79,3.37,2.89,3.19,3.13
56945,CHE,Male,2011,3.85,4.06,3.43,3.69,4.09,3.44
88428,CHE,Male,2011,3.80,3.94,3.56,3.47,4.22,3.54
88886,CHE,Female,2011,4.66,4.60,4.62,4.56,4.91,3.59
38522,CHE,Male,2012,2.46,3.11,1.89,1.98,2.27,3.20
65651,CHE,Female,2011,4.21,4.17,3.60,4.40,4.47,3.48
37792,CHE,Female,2011,4.08,4.06,3.83,3.89,4.47,2.86
38715,CHE,Female,2011,4.45,4.43,3.96,4.69,4.72,2.86
68538,CHE,Female,2011,4.41,4.70,3.96,4.27,4.75,2.81
62072,CHE,Male,2012,2.34,3.15,2.24,2.18,2.47,2.73
32935,CHE,Male,2011,4.53,4.79,4.37,4.60,4.78,4.10
31237,CHE,Male,2012,3.40,4.47,2.88,3.07,3.75,2.71
88830,CHE,Male,2012,4.44,4.60,4.10,4.49,4.81,3.04
75176,CHE,Male,2012,3.83,3.79,3.41,3.60,4.34,3.36
40146,CHE,Female,2012,4.03,4.17,3.51,4.00,4.50,3.83
48179,CHE,Male,2012,4.26,4.30,4.06,4.13,4.72,2.95
94862,CHE,Male,2012,3.68,3.79,3.18,3.72,4.56,3.13
59022,CHE,Female,2012,4.32,4.19,4.21,4.15,4.78,4.29
95041,CHE,Male,2012,4.01,4.19,3.53,4.19,4.41,2.66
25421,CHE,Male,2012,3.07,3.87,2.26,2.63,4.28,3.91
28326,CHE,Female,2013,2.97,3.89,2.45,2.74,2.47,3.52
88265,CHE,Female,2012,4.00,4.13,3.57,3.88,4.44,3.52
54849,CHE,Female,2012,4.50,4.62,4.35,4.57,4.78,3.28
38097,CHE,Male,2012,4.02,4.32,3.90,3.53,3.97,3.57
88946,CHE,Male,2012,3.84,3.87,3.33,3.77,4.47,3.13
61960,CHE,Male,2012,4.38,4.47,4.29,4.13,4.84,4.44
65241,CHE,Male,2013,2.79,3.55,2.51,2.16,3.00,3.44
25751,CHE,Male,2012,3.61,4.13,3.53,3.11,3.88,3.21
96037,CHE,Female,2012,3.12,3.81,2.69,2.52,3.41,2.95
61005,CHE,Female,2013,4.26,4.64,3.78,4.28,4.28,3.39
64281,CHE,Female,2012,3.90,4.15,3.76,3.46,4.09,3.85
44823,CHE,Male,2012,4.18,4.36,4.63,3.79,4.38,3.52
68843,CHE,Male,2012,4.16,4.13,3.77,4.04,4.72,3.83
28180,CHE,Male,2012,4.21,4.36,3.96,4.04,4.53,4.17
68429,CHE,Male,2012,4.64,4.74,4.41,4.66,4.84,4.22
43736,CHE,Male,2012,3.85,3.77,3.67,3.51,4.69,3.31
48454,CHE,Male,2012,3.66,4.28,3.30,3.17,4.19,3.13
77278,CHE,Male,2012,3.33,3.94,2.91,2.88,4.06,3.98
29969,CHE,Male,2012,3.28,3.45,3.22,2.57,3.78,2.77
66479,CHE,Female,2012,4.73,4.74,4.71,4.74,4.91,4.24
84504,CHE,Male,2013,3.36,4.11,3.37,3.60,3.31,3.28
26482,CHE,Male,2012,4.54,4.79,4.63,4.53,4.59,3.59
41392,CHE,Male,2012,2.65,2.96,1.87,2.41,3.16,3.23
70028,CHE,Male,2014,2.36,2.77,1.88,2.55,1.55,2.32
30148,CHE,Male,2012,3.70,4.04,3.24,3.13,4.47,2.86
37289,CHE,Female,2012,4.19,4.30,3.62,4.21,4.63,4.06
58169,CHE,Female,2012,3.54,4.40,3.20,2.90,4.06,3.20
52997,CHE,Male,2012,4.60,4.85,4.69,4.53,4.53,4.14
82168,CHE,Male,2012,3.48,3.79,3.36,2.98,4.00,2.71
91339,CHE,Male,2012,3.86,4.15,3.25,3.68,4.59,3.05
58092,CHE,Male,2012,3.43,4.00,2.92,3.11,3.69,2.89
35733,CHE,Male,2012,3.65,4.15,3.21,3.22,4.25,3.28
85163,CHE,Female,2012,2.98,2.96,2.23,2.55,3.53,2.92
48693,CHE,Male,2012,3.07,4.00,3.07,2.23,3.16,3.30
88046,CHE,Male,2012,3.79,4.43,3.86,3.24,3.84,3.48
53740,CHE,Female,2012,4.33,4.06,3.92,4.45,4.88,3.91
76908,CHE,Female,2013,3.34,4.43,3.03,3.52,2.48,2.97
92219,CHE,Female,2012,4.00,4.19,3.56,3.68,4.75,3.91
37750,CHE,Female,2013,3.98,4.15,3.70,3.94,4.22,4.22
61038,CHE,Male,2013,4.00,4.64,4.15,3.85,3.72,3.04
56054,CHE,Male,2013,4.48,4.28,4.00,4.45,4.94,3.91
80428,CHE,Female,2013,3.40,4.06,2.92,3.66,3.13,3.20
95738,CHE,Male,2013,4.36,4.55,4.02,4.34,4.56,4.22
52389,CHE,Female,2013,3.08,3.62,3.05,2.74,2.71,3.61
73779,CHE,Male,2013,4.83,4.91,4.69,4.94,4.78,3.83
83578,CHE,Male,2013,3.03,3.47,2.95,2.88,2.77,3.28
56159,CHE,Male,2013,4.23,4.81,4.04,4.36,4.06,3.91
68493,CHE,Male,2013,3.41,4.13,3.37,3.13,2.80,2.76
40418,CHE,Male,2013,2.75,4.23,2.80,2.43,1.62,3.54
32402,CHE,Male,2013,4.59,4.64,4.54,4.70,4.56,3.83
91308,CHE,Male,2013,2.70,3.47,2.09,2.76,2.39,2.10
51276,CHE,Male,2014,2.53,4.02,3.50,1.72,2.57,4.58
88090,CHE,Female,2013,4.21,4.40,3.85,4.30,4.03,4.24
83307,CHE,Male,2013,4.37,4.70,3.71,4.49,4.56,4.06
29316,CHE,Male,2013,4.04,4.06,3.58,4.21,4.23,2.58
73776,CHE,Male,2013,2.63,3.81,3.17,2.61,1.75,3.57
89111,CHE,Female,2013,3.84,3.91,3.44,3.87,4.00,4.00
75136,CHE,Male,2013,4.00,4.43,3.59,3.96,4.53,2.58
54822,CHE,Female,2013,4.20,4.55,4.04,4.04,4.03,4.22
63404,CHE,Female,2013,3.61,3.72,3.71,3.31,3.53,3.83
89075,CHE,Male,2013,4.16,4.49,3.88,4.38,3.88,3.00
58206,CHE,Male,2013,3.14,4.28,3.13,2.27,3.08,2.50
94755,CHE,Female,2013,3.68,3.94,3.45,3.72,3.78,2.36
35850,CHE,Male,2013,2.88,3.96,3.00,2.60,2.62,2.50
70708,CHE,Male,2014,2.45,3.81,2.39,2.00,2.00,3.83
52104,CHE,Male,2013,2.84,4.15,2.74,2.67,2.47,3.19
40490,CHE,Female,2013,3.53,4.30,3.02,2.79,4.03,3.82
69278,CHE,Female,2013,2.56,3.40,2.39,2.21,2.40,2.43
41224,CHE,Female,2013,3.81,4.36,2.97,4.11,3.66,3.04
48521,CHE,Male,2013,3.73,4.00,3.41,3.91,3.82,4.88
91513,CHE,Male,2013,3.67,4.17,3.24,3.53,3.66,2.66
79035,CHE,Male,2013,2.70,4.04,2.66,2.33,2.52,4.38
92656,CHE,Male,2013,3.55,4.30,3.12,3.21,3.49,3.06
66477,CHE,Female,2013,4.22,4.66,3.88,4.12,4.06,4.38
55557,CHE,Male,2013,3.51,4.06,3.36,3.11,3.83,2.50
86645,CHE,Male,2013,3.75,4.17,3.44,3.86,3.47,3.67
96697,CHE,Male,2013,4.35,4.79,4.33,4.62,4.22,3.83
95317,CHE,Male,2013,2.89,4.23,2.74,2.65,2.50,3.28
24624,CHE,Male,2013,3.90,4.28,4.06,3.51,3.59,3.28
45379,CHE,Female,2013,4.19,4.74,4.10,4.64,4.28,4.22
60884,CHE,Male,2013,4.19,4.21,3.77,4.36,4.63,3.91
79792,CHE,Male,2014,3.37,4.15,3.45,3.00,2.84,3.82
83761,CHE,Male,2013,3.43,4.30,3.14,3.38,3.09,3.19
38482,CHE,Female,2013,3.07,3.55,2.47,2.67,3.28,2.64
95643,CHE,Female,2014,4.65,4.79,4.29,4.83,4.66,3.19
95668,CHE,Male,2014,3.73,4.00,3.11,3.94,3.78,2.85
93426,CHE,Female,2014,3.59,3.89,3.47,3.30,3.53,3.06
96154,CHE,Female,2014,4.04,4.28,4.06,3.81,4.16,2.89
82281,CHE,Female,2014,3.61,4.34,3.18,3.37,3.45,2.41
58176,CHE,Male,2014,2.71,3.21,2.88,2.28,2.38,3.13
84652,CHE,Female,2014,4.34,4.43,4.00,4.38,4.69,3.91
95060,CHE,Male,2014,3.85,3.85,3.65,3.91,3.94,3.01
57277,CHE,Female,2014,3.31,3.98,2.93,3.42,2.58,2.86
72010,CHE,Female,2014,4.47,4.72,4.31,4.28,4.56,2.90
71746,CHE,Male,2014,3.83,4.21,3.75,3.66,3.72,4.03
78331,CHE,Male,2014,3.56,3.87,3.35,3.49,3.56,3.36
88125,CHE,Female,2014,4.38,4.68,4.13,4.28,4.25,2.50
59188,CHE,Male,2014,2.93,3.98,2.34,2.21,3.28,2.97
39325,CHE,Male,2014,3.86,4.21,3.63,3.70,3.78,2.68
46705,CHE,Female,2014,3.16,3.85,2.78,3.15,2.78,3.82
38043,CHE,Female,2014,3.09,3.34,3.05,3.19,2.78,3.54
28193,CHE,Male,2014,2.90,3.28,2.16,2.52,3.61,3.13
94744,CHE,Male,2014,4.56,4.43,4.17,4.72,4.78,4.24
60610,CHE,Female,2014,4.38,4.79,4.42,4.17,3.94,3.91
73826,CHE,Male,2014,3.25,3.51,2.79,3.34,3.16,3.33
81675,CHE,Female,2014,4.01,4.57,3.73,3.94,3.84,2.22
70040,CHE,Male,2014,3.23,4.00,3.18,2.94,2.72,3.54
49197,CHE,Male,2014,3.28,3.19,2.61,3.10,3.63,3.09
75039,CHE,Female,2014,3.83,4.15,3.13,3.49,4.31,3.47
24860,CHE,Male,2014,3.34,3.17,2.60,3.04,3.91,3.05
36603,CHE,Male,2014,4.67,4.85,4.58,4.49,4.78,4.14
36126,CHE,Male,2014,4.24,4.40,4.00,4.17,4.38,2.15
88932,CHE,Male,2014,3.45,3.57,2.84,3.13,4.06,2.89
33164,CHE,Female,2014,3.73,4.13,3.54,3.87,3.09,3.67
96954,CHE,Female,2014,4.46,4.64,4.09,4.34,4.81,3.82
56625,CHE,Male,2014,3.19,3.72,3.27,3.17,2.50,3.91
88930,CHE,Male,2014,4.45,4.55,4.12,4.36,4.97,3.96
63002,CHE,Male,2014,2.88,3.02,2.50,2.56,3.28,3.06
55869,CHE,Female,2014,4.51,4.81,4.22,4.55,4.53,3.75
49562,CHE,Male,2014,3.57,3.79,3.46,3.21,3.50,2.78
90037,CHE,Male,2014,4.10,4.70,3.87,3.85,4.09,3.61
61662,CHE,Male,2014,3.67,3.96,3.39,3.66,3.50,2.99
56340,CHE,Male,2014,3.03,3.23,2.33,2.96,3.50,3.13
47584,CHE,Female,2014,4.50,4.81,4.40,4.53,4.22,3.75
59378,CHE,Male,2014,3.55,3.30,3.27,3.58,4.00,2.50
88035,CHE,Female,2014,4.01,4.79,4.06,3.62,3.22,2.42
82132,CHE,Male,2014,3.80,3.83,3.25,3.89,4.19,3.36
95102,CHE,Female,2014,4.86,4.89,4.71,4.85,4.91,4.51
26559,CHE,Male,2014,3.65,4.36,3.60,3.36,3.22,2.64
57647,CHE,Female,2014,3.42,4.17,2.91,3.35,3.03,3.40
80756,CHM,Female,2010,2.37,1.82,2.04,2.52,2.32,2.86
45572,CHM,Female,2010,3.16,2.21,3.50,3.35,3.53,2.34
49291,CHM,Male,2010,3.67,3.23,3.85,3.65,3.90,2.92
23629,CHM,Female,2010,3.36,2.52,3.38,3.58,4.09,2.89
47720,CHM,Male,2010,3.11,2.46,2.90,3.77,3.50,2.50
56265,CHM,Female,2010,3.84,3.33,3.48,4.29,4.37,2.59
94914,CHM,Female,2010,4.39,3.98,4.34,4.71,4.56,3.44
91235,CHM,Male,2011,2.52,2.41,1.76,3.26,2.97,3.59
69836,CHM,Male,2011,3.85,3.20,3.70,4.19,4.52,3.04
29820,CHM,Male,2011,3.66,3.37,3.64,3.55,4.07,2.34
27517,CHM,Male,2011,2.92,2.67,2.53,3.61,3.04,2.27
62033,CHM,Female,2011,4.57,4.14,4.67,4.77,4.81,3.98
67733,CHM,Male,2011,4.53,4.14,4.56,4.77,4.79,3.30
77613,CHM,Female,2011,3.70,2.94,3.79,4.23,4.10,3.33
26062,CHM,Female,2011,3.97,3.08,4.02,4.52,4.55,2.97
93570,CHM,Female,2011,4.59,4.20,4.76,4.61,4.86,4.30
95953,CHM,Female,2011,3.55,3.04,3.64,4.06,3.67,2.99
55239,CHM,Female,2011,3.19,2.61,3.22,4.10,3.16,2.50
91485,CHM,Male,2011,4.20,4.00,4.33,4.48,4.07,2.89
74636,CHM,Female,2011,4.44,3.84,4.73,4.55,4.76,2.41
33564,CHM,Female,2011,3.50,2.49,3.45,4.06,4.31,2.50
73249,CHM,Female,2011,3.25,2.80,3.05,3.84,3.62,2.95
85319,CHM,Male,2011,2.69,2.55,2.08,3.55,2.98,2.81
82005,CHM,Female,2011,3.72,2.63,3.91,4.29,4.31,3.30
37106,CHM,Female,2012,2.51,1.82,2.14,3.55,2.87,2.32
28368,CHM,Female,2013,2.33,1.76,2.03,2.87,2.83,2.66
71942,CHM,Female,2011,3.99,3.86,3.96,4.13,4.09,2.58
72346,CHM,Male,2011,2.95,2.63,2.31,3.94,3.46,2.73
26385,CHM,Female,2011,3.50,2.51,3.68,4.19,3.89,2.00
67840,CHM,Male,2011,3.08,2.37,3.02,3.19,3.85,2.59
77673,CHM,Female,2011,4.50,4.22,4.44,4.71,4.71,3.91
50161,CHM,Female,2011,4.22,3.47,4.47,4.74,4.45,2.66
69120,CHM,Female,2011,4.35,3.55,4.60,4.77,4.71,2.78
57932,CHM,Male,2011,3.26,3.22,3.02,3.29,3.52,2.68
87766,CHM,Female,2012,2.23,1.59,2.03,2.58,2.65,3.20
39695,CHM,Male,2011,4.14,3.86,4.13,4.23,4.40,3.75
39234,CHM,Male,2012,4.01,3.69,3.83,4.32,4.33,2.73
54753,CHM,Female,2012,3.43,3.17,3.04,3.97,3.78,2.36
34728,CHM,Female,2012,4.05,4.00,3.94,4.13,4.19,3.23
34057,CHM,Male,2012,3.88,3.67,3.92,3.81,4.12,2.92
24140,CHM,Female,2014,1.79,2.50,1.57,2.10,1.57,2.50
38141,CHM,Male,2012,3.84,3.38,4.09,4.13,3.87,3.68
62639,CHM,Female,2012,3.36,3.13,2.74,3.35,4.33,3.19
69299,CHM,Male,2012,4.04,4.13,4.06,4.19,3.81,3.48
37979,CHM,Female,2012,2.90,2.17,2.88,3.45,3.29,2.57
61363,CHM,Male,2012,2.60,2.17,2.21,3.16,2.95,3.13
56374,CHM,Female,2012,3.61,3.42,3.26,3.74,4.13,3.13
77044,CHM,Male,2012,4.33,4.17,4.41,4.23,4.50,4.06
88213,CHM,Male,2012,4.55,4.10,4.70,4.71,4.79,3.67
52719,CHM,Male,2012,3.89,3.65,3.70,4.10,4.24,3.13
85012,CHM,Male,2012,3.68,3.50,3.10,4.16,4.31,2.45
66009,CHM,Female,2012,4.02,3.46,3.58,4.45,4.86,2.50
74345,CHM,Male,2012,3.01,2.85,2.67,3.13,3.48,2.21
55618,CHM,Female,2012,3.58,2.83,3.66,4.00,4.05,2.50
49995,CHM,Male,2012,3.99,3.83,4.07,4.19,3.95,1.95
31540,CHM,Female,2012,3.11,2.42,3.29,3.39,3.43,4.20
64424,CHM,Male,2012,3.80,3.90,3.66,3.55,4.02,3.44
74727,CHM,Male,2012,3.16,3.00,2.91,3.74,3.24,3.19
70675,CHM,Female,2012,3.66,3.77,3.46,3.68,3.76,2.97
38325,CHM,Male,2013,2.66,2.52,2.07,2.84,3.28,2.29
47049,CHM,Female,2012,3.29,2.56,2.98,3.97,4.07,2.50
63772,CHM,Female,2012,3.74,2.90,3.49,4.13,4.76,3.68
80181,CHM,Female,2012,3.82,3.52,3.54,3.97,4.38,2.83
42895,CHM,Female,2012,2.83,2.85,2.16,3.68,3.02,2.68
69494,CHM,Male,2012,3.60,3.69,3.30,3.96,3.61,2.76
23833,CHM,Male,2013,2.84,3.27,2.46,3.32,2.57,2.41
35242,CHM,Male,2012,3.49,3.19,3.24,3.97,3.79,2.66
27085,CHM,Female,2012,3.12,3.31,2.72,2.87,3.50,3.54
68144,CHM,Male,2013,3.59,3.96,3.37,3.61,3.40,3.13
73168,CHM,Male,2013,4.13,4.29,4.09,4.35,3.83,2.43
45222,CHM,Female,2013,4.50,4.52,4.30,4.58,4.64,3.04
69195,CHM,Female,2013,2.30,2.73,2.18,2.58,2.04,2.89
24664,CHM,Male,2013,4.47,4.60,4.37,4.26,4.57,3.75
96302,CHM,Male,2013,3.88,3.98,3.73,3.74,4.02,2.22
74062,CHM,Female,2013,3.34,2.69,3.19,3.71,3.90,2.53
66914,CHM,Female,2013,3.92,3.88,3.78,4.13,3.95,3.59
44608,CHM,Male,2013,3.66,4.02,3.54,3.39,3.57,3.21
96860,CHM,Male,2013,3.29,3.04,3.20,3.42,3.57,2.27
63080,CHM,Female,2013,3.65,3.71,3.78,3.81,3.33,2.73
89200,CHM,Female,2013,3.10,2.48,3.04,3.32,3.65,2.85
73646,CHM,Female,2013,3.56,3.23,3.22,3.87,4.09,2.98
89217,CHM,Male,2013,4.13,4.08,4.04,4.32,4.14,3.13
52337,CHM,Female,2013,3.90,3.73,3.91,3.81,4.17,2.76
39999,CHM,Male,2013,3.60,3.15,3.54,3.87,3.98,2.13
34881,CHM,Female,2013,2.73,2.44,2.56,2.61,3.24,3.19
37555,CHM,Male,2013,4.07,3.92,4.02,3.74,4.55,2.77
82238,CHM,Male,2013,4.83,4.73,4.83,4.87,4.93,2.92
85017,CHM,Male,2013,3.73,3.75,3.32,4.06,3.95,3.61
72687,CHM,Male,2013,3.82,3.85,3.74,3.77,3.90,3.75
78393,CHM,Male,2013,3.64,3.25,3.31,3.87,4.30,2.29
92998,CHM,Female,2013,2.91,3.13,2.92,2.71,2.83,2.13
70944,CHM,Female,2013,4.11,3.58,4.13,4.55,4.38,1.74
28851,CHM,Male,2013,3.46,3.75,3.10,3.68,3.42,3.05
97036,CHM,Male,2013,4.34,4.15,4.36,4.61,4.33,3.13
35212,CHM,Female,2014,4.08,4.00,4.02,4.32,4.07,3.33
48429,CHM,Female,2013,2.29,2.25,1.95,2.46,2.47,2.43
84369,CHM,Male,2013,2.86,2.77,2.40,2.81,3.45,2.78
31377,CHM,Female,2014,3.20,3.08,2.82,3.32,3.57,3.68
60752,CHM,Female,2014,2.98,3.10,2.09,3.06,3.54,2.89
88798,CHM,Female,2014,3.67,3.52,3.52,4.00,3.74,2.29
39903,CHM,Female,2014,3.98,3.77,4.08,4.26,3.91,2.92
94443,CHM,Female,2014,4.18,3.69,4.16,4.58,4.47,2.99
52594,CHM,Female,2014,3.36,3.42,3.21,3.16,3.57,3.67
82033,CHM,Female,2014,3.43,3.33,3.08,3.35,3.94,3.13
56702,CHM,Female,2014,3.17,2.48,3.15,4.19,3.22,2.05
88140,CHM,Female,2014,3.16,3.06,3.11,3.23,3.27,3.59
48142,CHM,Male,2014,2.98,2.67,2.69,3.87,3.00,2.34
78817,CHM,Female,2014,4.60,4.54,4.52,4.71,4.65,2.92
68895,CHM,Male,2014,3.01,3.04,2.44,3.58,3.15,2.35
51136,CHM,Male,2014,3.25,2.63,3.00,4.35,3.36,3.82
37476,CHM,Female,2014,4.66,4.60,4.61,4.55,4.86,3.44
52356,CVE,Male,2010,2.26,1.60,1.87,2.52,2.35,1.72
93497,CVE,Male,2010,2.45,3.00,1.69,2.45,2.59,2.85
23486,CVE,Male,2010,3.42,3.34,2.52,3.46,3.81,3.48
68447,CVE,Male,2010,4.62,4.18,4.58,4.57,4.86,3.57
92340,CVE,Female,2010,3.91,3.58,3.38,4.09,4.17,2.85
24646,CVE,Male,2010,2.94,3.25,2.30,2.39,2.52,2.57
38940,CVE,Male,2010,2.62,2.72,2.34,2.33,2.68,2.19
56998,CVE,Female,2010,3.06,2.91,2.64,2.63,3.47,3.47
59256,CVE,Male,2010,2.41,3.13,2.42,1.84,1.76,2.92
51758,CVE,Male,2010,3.33,3.49,2.74,2.70,3.32,3.04
86812,CVE,Male,2011,1.97,2.80,2.10,0.99,2.15,2.08
96892,CVE,Male,2010,2.56,2.28,2.14,1.87,2.68,4.20
69098,CVE,Male,2011,2.05,2.67,1.98,1.72,2.52,2.73
47843,CVE,Male,2010,2.90,3.30,2.96,2.21,2.65,3.02
96047,CVE,Male,2013,2.68,3.53,1.67,1.85,2.56,3.48
57677,CVE,Male,2012,2.42,2.80,2.28,1.84,2.71,2.68
50688,CVE,Male,2010,3.60,4.02,3.74,3.32,3.10,2.58
